review,sentiment
Lepsza zdecydowanie vectra bo pomimo iż leciwa ,0
Nigdy wiecej tego niemieckiego dna przereklamowanego!!!,0
"vw touareg jest świetny,ale podczas pierwszych dwuch miesiecy używania już dwa razy sie popsuła pompa paliwowa",1
dobry fiat sam jestem zadowolony ,1
"mam fabie kombi 1,2 12V mało pali jeszcze się nic nie uszkodziło przebieg 10.000km",1
O.K.,1
"mam momdeo 1.8 94r auto ma przejechane 330tys. z tego 50 na gazie(1.7tys.zl) ,wymienione tylko łożyska z przodu,swożnie w zawieszeniu i tarcze hamulcowe poza tym bezawaryjne,na gazie leci 185km/h ",1
W SAMOCHODZIE ZAMONTOWANA BYŁA SKRZYNIA BIEGÓW AUTOMATYCZNA CZ-TERO STOPNIOWA CO NA TRASIE POWODOWAŁO ZNACZNE OGRANICZENIA PRĘDKOŚCI W ZWIĄZKU Z NASILAJĄCYM SIĘ HAŁASEM ,0
elegancja i gracja w wyglądzie lecz trzeba dopracować wnętrze,0
mam astre z 93 1.8 automat kupiłem w marcu 2005 w Niemczech przejechałem 40tyś.jest niezawodna polecam ,1
Tankujesz. zmieniasz olej na czas i jedziesz...,1
samochód dla kobiet,0
Samochód jest super. Po drodze to się nim płynie.Wygodny.Nic nie można mu zarzucić.,1
Dobre auto,1
"Porostu ładny tani samochód, jakość wykończenia adekwatna do ceny, oszczędność na bezpieczeństwie przeważa na zakupem tego auta ",0
Eksploatuję model z 1987r. na taksówce już trzy lata i jestem bardzo zadowolony.Male problemy stwarza zawieszenie.Ogólnie auto jest super.,1
z daleka jak wszystkie hitlerwageny,0
"Chujowa reakcja na gaz, chujowe sprzęgło odstaje od konkurencji. Słabe co widać po cenie, nie dajcie się nabrać, drugi raz bym nie kupił",0
Auto godne polecenia ,1
"Do miasta raczej się nie nadaje, samochód do długich podroży. ",0
a takie w sam raz,0
Złom,0
Da się nim jeździć.,0
"Lubię swoją Astrę, to jeden z tych samochodów bez fajerwerków, za to wolno się starzeje i w dalszym ciągu może się podobać",1
"1.2 tce 120 km , skrzynia manualna",0
"Wszystko byłoby w porządku z tym samochodem, gdyby nie kosztowna naprawa sterownika skrzyni biegów. Szkoda, bo samochód całkiem dobrze się sprawował",0
"od ponad 20 lat jeżdżę tylko fordami, polecam innym, kolejnym autem będzie oczywiście ford c-max",1
NIGDY WIĘCEJ NIE KUPIĘ SAMOCHODU Z SILNIKIEM NIE DOKŁADNIE PRZETESTOWANYM,0
Wole japońca mam toyote 17l i tylko olej mnie interesuje co roku i nic a mam 230tys przejechane,0
Samochód warty polecenia.,1
Polecam na 1 samochód do nauki jazdy,1
"nie polecam. jest wiele lepszych firm na rynku. śledząc poczynania marki mitsubishi, to praktycznie w roku 2017-2018 nie mają już nic do zaoferowania",0
polecam to auto,1
"nie polecam nikomu ze względu na wady jakie opisałem , za tak wysoką cenę lepiej kupić BMW lub Mercedesa, nigdy już nie kupię wolkswagena",0
nie ma wygodniejszej wyścigówki niz 406 coupe 3.0. ,1
"Mam 1.2 2002. 75 KM trochę za mało ale o eksploatacji, żeby nie zapeszyć, mogę powiedzieć - kosztuje mnie paliwo i opony. A i jeszcze olej. ",1
"Nadwozie dobre do pracy, silnik ma za mało mocy i za dużo pali.",0
Rocznik 99 przebieg 90000 bez problemów ,1
Nastepnym razem Hilux...,0
mam Getz 2.5 roku zrobilem 80.000 km bez zarzutu izadnej awari ,1
"Dużo ""małych"" ale dokucznych problemów - raczej nie kupię drugi raz Kangoo",0
auto marzen,1
"Jestem bardzo z Laguny zadowolony. KOmfortowy , mało pali gazu , tani w utrzymaniu. Stereotypy o Lagunach wyssane z palca. Wolę Francuza za 10 - 20 tysięcy niż niemca. ",1
"Samochod godny polecenia, burzy opinie awaryjnego francuza. Solidne auto",1
szrot,0
uważam go za godny polecenia innym ,1
Mam 3.0 Omege A JAK NARAZE TO OK AUTKO SMIGAM NIM NA OKRETE I CHWALE SOBIE TO AUTO ,1
Samochód naprawde polecam,1
Przeciętny samochód dla większej rodziny.Pozwalający cieszyć się siedmioma miejscami i niskim kosztem eksploatacji.Ja swoją Zafire posiadam pięć lat i wymieniam tylko elementy zawieszenia.,0
Auto ogólnie fajne ale tego silnika to unikać jak ognia !,0
najbardziej niedoceniany samochód w Polsce,1
"nie polecam, bardzo nietrwałe olejożerne silniki",0
"Wygodny , ladny samochod ale wlacznie dla Mechatroniker z duza cierpliwoscia ",0
Polecam dla singli i osób z max 1 dzieckiem. Moc drzemie w tym aucie,0
Dobre francuskie auto z drobnymi niedociagnieciami.,1
"samochód dla rodziny i na trasę super,typowo do miasta za duży(paliwo)rdza na nadkolach",0
samochod godny polecenia ale nie z tym silnikiem ,0
Samochód jak dla mnie za bardzo awaryjny. ,0
Dobry :),1
"mam trojke '95 i jest naprawde w porządku!!silnik 1.4 wystarcza do normalnej jazdy pali 5,5-trasa, 7-miasto.Zawieszenie bajka,warto poszukac modelu z lepszym wyposazeniem",1
Taki po prostu jest.,1
Witam!Mam Madzie 323F 1.6 z 90r jezdże nia 6lat sprawuje sie SUPER.Chcce ja zamienic na Lagune 1.8 z 95r.Co o tym myslicie?Pozdro,1
"Poruszam sie 7-letia siena 1.6, na liczniku mam 230tys. i jakos nic nie nawalilo. No oczywiscie ze wymienilem tlumiki, tarcze, klocki itp. Ale awaria? A co to jest?",1
wart swoich pieniędzy,0
"1.2 tce 120 km , skrzynia manualna",0
moja ogólna ocena wynosi pomiędzy 4 a 5,1
"naprawde super auta, niepowtarzalny styl, coś dla miłośników aut sportowych z lat 70-80. a co najwazniejsze tanie cześci dużo zamienników od innych modeli opla",1
Chcialbym sie wiecej dowiedziec o fordzie mondeo 1.8 ghia 16V rok 1994. Czy mogli byscie przeslac mi kilka informacji o tym samochodzie!!!!!!!!!! Prosze.!!!!!!!!!!!! ,1
Bardzo sympatyczne autko do codziennej jazdy do pracy i na zakupy. Może nie nadaje się na długie wycieczki ale na krótkie i średnie trasy jak najbardziej.,0
Zawsze chciałem mieć takie cos,1
... francuz co by tu oczekiwac,0
"wysoka cena jak na ""polskie""zarobki i dla Polaka !",0
nie za taka cenę,0
b.koliki,1
Właśnie jestem w trakcie poszukiwania C5 z 2010 roku o pojemności 1800.,1
"Autko świetnie sie spisuje, posiadamy saxo 1,4 VTS to naprawde mała formułka, na liczniku 190 a idzie jeszcze wiecej. Polecamy wszystkim!!!!!!",1
Samochód niedopracowany z licznymi drobnymi niedoróbkami i wadami. Cena stosunkowo wysoka w stosunku do jakości,0
"Moj touran jest w wersji 7 osobowej. Parę razy do roku przydają się te siedzenie jak z rodzina jedziemy do rodzinki w odwiedziny ( max 70 km) na dłuższe trasy siedzenie 6 i 7, jest mało komfortowe. ",1
Bardzo dobre,1
Idealne auto dla rodziny z dziećmi. Mało pali a jednocześnie dynamiczny i przestronny.,1
samochod b.wygodny,0
"Jak bym kupował nowe , to kupiłbym to samo.",1
"LUPO-MAŁE,ZGRABNE,WYGODNE-NIC DODAĆ NIC UJĄĆ",1
Jeżdżę bardzo ostro a samochód od 86000 to wytrzymuje jak miałem 69000 założyłem gaz za 26500zł (porządna instalacja) i spoko jak narazie.,1
cieszy mnie ,0
Można jeździć ale to tylko opel,0
Nie kupił bym tego samochodu ponownie z powodu sztywności zawieszenia oraz kosztów eksploatacji związanych z ceną części zamiennych.,0
trzeba jeżdzić dalej,0
auto super mimo swoich 16 lat nie zawodne przez te 16 lat nigdy nie zawiudł:-)) za silnik dobry ale tylko dla tego że 1500 b to troszkę za mało ale bez awaryjnie:-))) ,1
Dobre uniwersalne auto,0
"Bardzo dobry samochód z awaryjnym silnikiem który nie powinien zawodzić przez setki tysięcy kilometrów , a jednak zawodzi.",0
Auto dobre dla kobiety na krótkie trasy.,0
Sprzedam nissana 100nx bo wyjezdzam za granice na rok a szkoda zeby auto stalo.Jesli sa jacys chetni to zapraszam szczurek_1982@o2pl,1
5 osob zero przyjemnosci z jazdy,0
"Nie polecam tego auta chyba ,że chcecie mieć wydatki i żeby was dupa bolała.",0
Słaby silnik,0
mam 1.8 TD od 3 lat. polecam wszystko jest OK,1
"Wygodny , ladny samochod ale wlacznie dla Mechatroniker z duza cierpliwoscia ",0
Gdyby była dostępna 6 dałbym ją bez wahania za tyle lat dobrej bezawaryjnej pracy.,1
bardzo wygodny samochod,1
silnik jaki posiadam to 1.8i c18nz i co powiem na jego temat że jest niezniszczalny,1
"KRÓTKO MÓWIĄC JEST SUPER, JAK NA SWOJĄ KLASĘ.",1
Kupiłbym ponownie ale zapewne benzynę z przeznaczeniem pod LPG.,0
"Samochód dobry na każdą okazje dla małej rodziny 3 os. Wystarczające, mało awaryjny, całkiem zrywny.",1
Niezły wygląd samochodu nie przekłada się na osiągi i technikę i osiagi pojazdu,0
Mam Sonate 2.0 CRDi. silnik marzenie. zdziba zgadzam sie z toba w 100%!!!,1
Da się nim jeździć.,0
Serwis autoryzowany bardzo słaby. Praktycznie nowe auto bez gwarancji.,0
Lipa,0
słabe,0
"Solidny średniak, wystarczający w pełni dla trzy osobowej rodziny",1
Petarda,1
Samochód godny polecenia do miasta i na krótkie trasy. Na długie jest świetny niskie spalanie niestety obawiam się o wytrzymałość. Obecnie mam 60tyś po półtora roku zobaczymy ile wytrzyma.,0
"ekonomiczny,bezawaryjny,wygodny,",1
"aha, jeszcze punktacja :",1
"Nie kupię drugi raz, nie pasuje mi, chociaż nie sposób docenić walory użytkowe. Drogie części zamienne!!!",0
super mam 7lat jestem zadowolony ,1
Kupiłem nowe auto i po miesiącu okazało się wadliwe a serwis Opla w Płocku nie potrafi wskazać terminu naprawy samochodu. ,0
"Bartez - to chyba nie do mnie pisałeś ale do wcześniejszego :) Ja mam benzynę nie diesla.Co do przyczyny to tragedia,spora kasa.Pozdr.",1
:-) jestem zadowolony :-),1
problemy z rozruchem silnika start stop,0
"Auto przyciąga wzrok,fajnie się go prowadzi. Ale awarie elektryki zdarzają się zbyt często ",0
kadet 1.4 benzzyna jest super!!!!!!!!,1
"mam vectre A 1993 1993 rok 2,0 l prawie full opcja nie ma tylko klimy i skóry pali 7-8 litrów na 100 awaryjności zero bardzo wygodna i ma kopa no i cześci tanie ",1
"nie polecam, ciagle sie psul i ciesze sie ze sie go pozbylam ",0
Ogolnie auto fajnie sie prowadzi bardzo komfortowe.Spalane opisałem w oparciu o instalacje gazowa.Auto dosc ciezkie z 2litrowym silnkiem gazu na trase pali 10L przy predkosciach powyzej 120km/h,0
Super autko,1
teraz kupiłbym sportsvana :-) ,0
Lepsza zdecydowanie vectra bo pomimo iż leciwa ,0
Polecam dla wybrednych ale nie dla kogoś kto lubi mieć niepotrzebne i zbędne gadżety!!!,1
Auto jest poprostu rewelacyjne ... piekny wyglad ... tylny naped ... co tu duzo pisac.,1
"Jeżdżę polo clasic 1.4 5-ty rok,samochód sprawuje się super.Tani w utrzymaniu,spalanie do 7l /100km. Polecam wszystkim !!! Jedyne czego żałuję, to iż nie założyłem w nim lpg-ceny benzyny zwariowały.",1
samochod dobry jak za taka cene i z takim wyposarzeniem ( fokus był o 10tys droższy)ale nie kupil bym go ponownie gdyz uwazam ze nie ma sensu kupowac 2 razy tych samych rzeczy,0
"Silnik 1.2 vti 82 km odrobinę za słaby ale ekonomiczny w mieście,ładna bryła nadwozia,dobre wyposażenie w wersji podstawowej, biorąc pod uwagę też i mankamenty cena auta trochę za wysoka.",1
małe miejskie bez szału na dłuższych odcinkach,0
Bardzo wygodne i przestronne autko ; silnik na łańcuchu przez co nie wymaga większych przeglądów to już mój 3 Opel w przeciągu ostatnich 10 lat z tym silnikiem i nigdy nie miałem z nim problemów.,0
samochod dobry jak za taka cene i z takim wyposarzeniem ( fokus był o 10tys droższy)ale nie kupil bym go ponownie gdyz uwazam ze nie ma sensu kupowac 2 razy tych samych rzeczy,0
mam od półtora roku tuningowaną MV6 (1995r). Od razu założyłem gaz z sekwencyjnym wtryskiem; jazda identyczna jak na benzynie za to o niebo tańsza:) A teraz z żalem muszę ją sprzedać...,1
Nic poważnego się nie zepsuło przez prawie 5 lat użytkownika,1
"POLO 98 1.4 MPI benz. Wszystko chula jak ta lala, ale potrzebuje info. co siedzi kiedy wypuszczamna luz i czasami auto gasnie ??? Ogolnie daje rade. ",1
"Miałem go wypożyczonego na wakacjach. Nie podejrzewałem, że tak źle może się prowadzić nowoczesny samochód (no chyba, że to generalna bolączka wszelkich ""podwyższonych"" samochodów ?!)",0
"Nie radzę wydawać pieniędzy na to japońskie ""cudo""",0
Z auta jestem zadowolony,1
"UNO 1.0 auto dla oszczędnych, mało awaryjny ekonomiczny dla, trochę spartański",1
niemiec plakal jak sprzedawal,0
TDI 130KM. To sama przyjemność z jazdy.,1
lepiej kupić rower ,0
"Bardzo dobry samochód, ale hamulce, jak długo mnie bardzo słabe. ",1
"Jest ok.Dość pojemny. Wchodzi:dziecko, żona, pies i wózek. Wydech słaby. Poza tym na razie mnie nie zawiodła. Na gazie spisuje się bardzo dobrze. Tomek",1
Gdyby dziś wznowili produkcje tego modelu z zastosowaniem starych technologi i dobrych materiałów bez celowego postarzania produktu kupił bym to auto nawet za 40 tyś złotych bez zastanowienia ,1
Kupiłem nowe auto i po miesiącu okazało się wadliwe a serwis Opla w Płocku nie potrafi wskazać terminu naprawy samochodu. ,0
"Mam Passata 2.0 16v wersja amerykańska. Nie zamieniłbym tego autka na inne,jedyna wada głośny silnik i duże spalanie ale przy tej mocy da się znieść",1
"Wygodny , ladny samochod ale wlacznie dla Mechatroniker z duza cierpliwoscia ",0
Bardzo dobry samochód. Polecam wersję exclusive. Ma automatyczną klimatyzację i tempomat,1
komfortowe auto za rozsądne pieniądze.,1
toporny,0
"Tez mam Acceta z 2000 roku i wrecz przeciwnie jestem bardzo zadowolny,a jest to moj 22 samochnaprawde jest super i nie narzekam!!!!!!!!!! ",1
"Pierwszy raz kupilem Forda i ostatni, tyle razy byl w warsztacie ze koszty naprawy wyniosly polowe wartosci samego samochodu. ODRADZAM !!!!!!!!!",0
uwazam że samochód jest dobry ponieważ dopiero po przejechanu 275000 rbyła robiona turbina a noge mam ciężką poza tym żadnych większych napraw,1
Nie polecam najgorszemu wrogowi.,0
nigdy w życiu hyundai,0
Najgorsze guwno jakie mialem,0
"Zdecydowanie polecam wszystkim tym, którzy szukają auta rodzinnego ( wiem co mówię gdyż jest to mój 3 scenic w tym 2 grand) posiada wiele rozwiązań nazwijmy to pro rodzinnych",1
nie pleceam,0
"2 lata - 130 000 km, 1,3 MPI, kombi. Uwaga na siłowniki centralnego, cieknącą klapę bagażnika, alternator, reszta to szczegóły. Lubi jeździć. Jest OK.",1
żadnych większych awarii nie miałem a już tym autkiem zrobiłem ponad 56 tys ,0
Sebastian ja tez mam astre 1.6 16v nie wiem jak jest przy gazie ale ten silnik potrzebuje wysszych obrotów przy ruszaniu a przy gazie moze masz zle ustawiona dawke gazu pozdrawiam,1
"Kupię Mondeo 97-98 w rozsądnej cenie, bialy odpada reszta może być.",1
Bez zarzutu,1
Jeśli możecie nie kupujcie przynajmniej takiego rocznika a tym bardziej 1.9DCI ze skrzynią 6 biegową,0
Słaby silnik,0
"wysoka cena jak na ""polskie""zarobki i dla Polaka !",0
w nowym modelu zawieszenie bardzo awaryjne nie na polskie drogi silnik 1.9 tdi 116ps sprawny skrzynia biegów aut.tip tronic bardzo fajna zabawa,1
Porażka.,0
Ja mam 206 1.4 i auto nie spaliło mi wiecej paliwa niz 7 litrow bardzo dobry silnikm polecam. ,1
ujdzie,0
"wersja GT, dynamiczny, wygodny i dość oszczędny (jak ma się ""lekką nogę""). dość twarde zawieszenie dla mnie jest plusem tego auta. brak poważniejszych zastrzeżeń :)",1
"Auto ma same zalety, za wyjątkiem jego wyglądu. ",0
"Mam Escorta 1.4 z 99r.Gdyby nie to, że pali gigantyczne ilości paliwa nie miałbym żadnych zastrzeżeń.A zderzaki ma zdecydowanie za kruche...",1
"drogi Panie, to nie samochód jest awaryjny, tylko jakość pracy obsługi w serwisie. Sa serwisy które mają takt pracy na 2 inne po 5 próbach potrafią coś naprawić. ",1
Zdecydowanie lepiej się czuję w limuzynach!,0
nie kupujcie go,0
Kupiłbym ponownie ale zapewne benzynę z przeznaczeniem pod LPG.,0
Dobre tanie auto;),0
"Za dużo problemów do naprawy: pompa wodna, dwa łożyska, wałek napinacza, wałek rozrządu, ciągłe problemy z geometria. Dobrze sie trzyma drogi ponieważ ma ABS, ETC, ESC.",0
"Po zainstalowaniu LPG można tym latać bez końca, dobre auto.",1
posiadam golf III GTI jest to super autko stworzone do szybkiej i agresywnej jazdy!!!,1
Takie pudełkowate wozidełko,0
Jest to samochód bardzo dobry pod każdym względem. Przejechałem 56 000 km i koszty to paliwo. ,1
samochód dla kobiet,0
Na razie 30.000 i nic złego się nie stało. Spala b. mało. Ale boję się tego co napisał Adamek - co będzie przy większym przebiegu. ,1
BUBEL za 100tys,0
"Fajne auto dla ludzi bez kasy chcących wygodnie jeździć, z LPG dodatkowo ""tanio jeździć"". 100% bezpieczny na pewno złodziej go nie weźmie. Można kupić w cenie złomu. ",1
Nie polecam nikomu tej marki . Na rynku są tańsi i lepsi od VW dzisiaj produkowanego to nie ten sam VW co kiedyś !!!! Szkoda pieniędzy !!!,0
Dobre auta,1
mam escorta kombi 1.8 TD w ciagu pół roku zrobiłem 25 tys. km większość to trasy Polska i Europa z towarem bezawaryjny wersja 2 poduszki ABS Klimatyzacja Wsp i tak dalej rocznik 1997 ,1
"wysoka cena jak na ""polskie""zarobki i dla Polaka !",0
"Wypada ogólnie kiepsko, może ze względu na silnik 1,6l. znajomy ma 2.0 i dużo mniej problemów. Polecam wersję 2.0 diesel lub sprawdzone 1,6.",0
Super fura ,1
Nie polecam raczej. Auto prowadzi się przyjemnie ale do komfortu daleka droga.,0
"Ogólnie auto prezentuje się bardzo ładnie, ale awaria rozrządu, wentylatora chłodnicy, systemu zamyka ja bagażnika i kilku innych skutecznie zniechęciły mnie do tej marki.",0
Dajcie sobie spokój ztym modelem,0
"Na dojazdy do pracy, krótkie trasy - ok. Dalsze podróże - męczarnia. Trasa do Anglii, 2000 km, 30 godzin jazdy. W głowie huczało jak we młynie.",0
mam to cacko od roku wymieniam tylko oleje i klocki hamulcowe.3V6 w manualnej skrzyni to jest to-rewelacyjny japończyk.Polecam. ,1
eetam,0
"auto jako rodzinne pod względem ilości miejsca w środku, wygody i pakowności rewelacyjne, prowadzenie dynamika przyjemne, rozrząd w silniku PORAŻKA",0
drugi raz nie kupiłbym tego auta,0
Więcej jazd próbnych przed zakupem i KONIECZNIE modelem który chcesz kupić !!,0
"Miałem go ponad 1,5 roku. Przez ten czas 0 awarii i wszystko było tak jak powinno być. Wymiana tylko z powodu zmiany na większy samochód.",0
"jeżdzę 3lata,żadnych problemów,jeżdżępocałej Europie i wszyscy lubią octavie! ",1
"mam sierke 88r z silnikiem ohc2l ze scorpio gaz,nie mam zastrzeżeń.ponad 200tys.odpala w każdych warunkach. ",1
super samochód za te pieniądze,1
"Komfort OK ,ergonomia kiepsko,brak zamykanych schowków,miejsca na kubki z napojami,kieszeni w oparciach siedzeń.",1
"po 7,5 roku wykryto brak sprezyny w pierscieniu - serwisy autoryzowane kazaly dolewac olej i wymieiano swiece. Sprzedano wadliwy samochod!",0
"Samochodzik ogólnie OK, ale po pzrejechaniu 45tyś padła przekładnia kierownicy, może ktoś wie gdzie taką dostać w serwisie czekam już od 15 stycznia 2004 i nic ",1
być może jak się do niego przyzwyczję to zmienię zdanie,0
Polecam,1
Ogulnie oceniam na bdb,1
OK,0
"Nie kupujcie wogóle takich samochodów chyba,że chcecie mieć dużo usterek !!!",0
2.5 diesel 2006 r. samochod swietny. silnik bez zarzutu.,1
UNO to super auto,1
Spierdolone to zycie,0
jezdze bravo 1.6 16v 2000r od czterech lat jak do tej pory jest the best ,1
Nie jestem przekonany czy kupiłbym opla zaś. Jestem trochę rozczarowany auto roku za 75000zł. ,0
Dołożyłbym tylko 6 bieg.,1
OK,1
"Mam Lagunę II kombi 2,2dci jestem wrażenia jak narazie bardzo dobre. Właścicielem jestem jednak dość krótko bo 34 dni. Silnik rewelacja zawieszenie trochę za miękkie, komfort jazdy wysoki.",1
Autko całkiem fajne ale silnik hmm... wydaje się że fajne lecz gdy zacznie sie psuć koszty są ogromne,0
silnik padł i to doszczętnie ,0
ujdzie,0
Lać paliwo i jeżdzić!Wlecze tyłek po ziemi i jedzie do przodu.Jeżdzimy nim już od 1991r cały czas!,1
"gdyby nie rozrząd, samochód bardzo dobry. Ciężko go sprzedać.",0
bardzo dobry ,1
"B.mało pali gazu od9,5 do 10,5 na 100km w trasie,mam maximę z 1993r.,auto praktycznie bezawaryjne. ",1
Polecam ,1
super auto,0
auto i konfort jazdy jest wspanialy tylko czasami kierunkowskaz tylko mrygnie ,1
"słabe silniki,drogie części, brak zamienników . nie polecam ",0
do Frago podobno od 95 Astra ma ocynk ale jak kupisz 94 proponuje konserawcje nadkoli bo tam najczesciej wychodzi rdza ,1
"właśnie niedawno kupiłem to autko (1993) i jestem baaaardzo zadowolony. Na przeglądzie okazało się, ze mimo iż jest to stare autko to części - jak nówka. Wszystko chodzi idealnie. Polecam!!!!",1
"Zobaczymy jak z trwałością - jeśli będzie przyzwoita, auto będę mógł polecać Paniom na zakupy i wycieczki za miasto.",0
Powiedzmy ze wszystko ok ,0
Samochód godny polecenia.,1
niemiec plakal jak sprzedawal,0
Szkoda gadac lipa w miodzie,0
"Fajne autko, dużo wad i duża utrata wartości, zła opinia o silnikach 1,4 TSI 160KM",0
Generalnie przereklamowany,0
"jestem trochę zawiedziony. Myślę, że wrócę do Hondy... Dlaczego na pytanie ""Czy kupiłbyś ten samochód ponownie?"" mam do wyboru tylko TAK lub TAK ????????",0
"Jeżdziłem tym autem przez rok było naprawde super. jest ładne, stabilne, zwinne, szybkie, i bardzo wygodne.",1
"Nie polecam tego auta chyba ,że chcecie mieć wydatki i żeby was dupa bolała.",0
Ze względu na zbyt szybką awarię silnika nikomu nie polecam tego auta. Wyleczyłem się ze Skody i grupy VW. Przereklamowane i mit niezawodności to już przeszłość.,0
Miałem Lt28 2.5 TDI. Najechałem 300tys i mi go .... Szczerze? Wymieniłem raz amortyzatory i dwa razy gumy. Ach ten dzwięk silnika... Cóż teraz mam boxera 2.2 Hdi i jest do d... ,1
"Chujowa reakcja na gaz, chujowe sprzęgło odstaje od konkurencji. Słabe co widać po cenie, nie dajcie się nabrać, drugi raz bym nie kupił",0
Ogólnie jest ok mam Astre II Z 2001 silnik 1.6 niałem problem jedynie z alarmem i centralmym zamkiem.,1
"Fajne małe, lekki auto. Jedyne co się psuje to zawieszenie i inne części eksploatacyjne, lecz wszystko jest bardzo tanie. Silnik nie jest mocny, ale niezniszczalny :-). Polecam.",1
Fajny samochód do jazdy po mieście ale nie jest to auto rodzinne potrzebujewiększe,0
Ogólnie nie jest zle.,1
Nie polecam,0
Pojazd za 178.000 zł i mnóstwo niedociągnięć. Ogólna ocena MIERNA!!!,0
O ile coś się psuje to wiadomo już 10 tys. km. wcześniej... ,1
Porażka ,0
Zapowiada się nr 1. sprzedaży 2013... ,1
Szukam nowego,1
wygodny I bespieczny,1
W ŻYCIU NIE KUPIE AUTA TEJ MARKI ,0
"Na dojazdy do pracy, krótkie trasy - ok. Dalsze podróże - męczarnia. Trasa do Anglii, 2000 km, 30 godzin jazdy. W głowie huczało jak we młynie.",0
Mam almere 5 miesięcy 1.4 1998 rok wyprodukowana w Japoni przejechałem 7 tys bez problemu spala zbyt wiele jak na ten silnik. ,1
Nie polecam tego autka nikomu. Więźniow powinno sie tym przewozic jako kare,0
poprawka co do oceny!!!,1
"Dość awaryjne auto, drogi serwis",0
cieszy mnie ,0
"Miałem go ponad 1,5 roku. Przez ten czas 0 awarii i wszystko było tak jak powinno być. Wymiana tylko z powodu zmiany na większy samochód.",0
"od czerwca do sierpnia non stop w naprawie. wszystko sie sypie. ODRADZAM, mało pali ale co z tego jak rzadko jest na chodzie",0
Zle wyciszenie kabiny przy predkosciach autostradowych 130+ jazda zaczyna byc meczaca nieprzyjemna nie polecam,0
gdyby produkowano model b6 tak B7 brakuje klimatu b6 Jest kanciasta a wnętrze stało sie bardzo tuzinkowe choć nadal ergonomiczne i przyjazne ,0
"Fajne autko, dużo wad i duża utrata wartości, zła opinia o silnikach 1,4 TSI 160KM",0
Jeżdżę tym autem kilka już latek. Auto ma 13 latek. 360tys. przebiegu i odpukać nic w nim się na razie nie sypie.,1
"Nigdy wiecej niemiecki ""technologii""",0
nie polecam tego auta chyba ze dzieciom jako zabawke,0
Jest po prostu THE BEST.,1
"Dziękuję, raz się pomyliłem - nigdy więcej Skody, kupię hyundaia",0
gdyby produkowano model b6 tak B7 brakuje klimatu b6 Jest kanciasta a wnętrze stało sie bardzo tuzinkowe choć nadal ergonomiczne i przyjazne ,0
"Ogólnie do dupy,nie kupiłbym drugi raz tego auta. ; )",0
jestem zadowolony z tego samochodu ,1
Bardzo fajne auto. Kupiłem niedawno kombi tylko z częściami trochę krucho.,1
"Dobry, mocny samochód. pakowne kombi, silnik radzi sobie świetnie przy komplecie pasażerów i pełnym bagażniku. Spalanie ok.",1
świetne auto .,1
"Nie kupił bym ponownie Zafiry z tym silnikiem.Być może 1,8 bez wydziwnień w stylu klapek w kolektorze (twinport).",0
Mam sonate 97 2.0 automat bardzo chwale wygoda i komfort troche plastiki sie psujom tanie czesci a i jak ktos wie jak zredukowac palenie trochw niech pisze.,1
Kupiłem bo żonie się podobał,0
"w sezonie letnim średnio pali 6,5/100 a w zimę średnio 9/100. W zimę strasznie rosieje, słabo sie nagrzewa - ogólnie kiepski - nie polecam",0
Suto jest Super - porównując z Mercedesem i BMW - niezawodny oszczędny i o wysokim komforcie zarówno dla pasażerów jak i kierowcy,1
"jeżeli ktoś szuka auta do wożenia dzieci do szkoły ,to może go kupić ,jazda w trasie bez emocji -jak najbardziej .Jeżeli szukasz auta dynamicznego i stylowego ,to niestety -to nie ten poziom...",0
super wus jeśli masz rodzine to weś 5 drzwiowego a jeśli nie masz rodziny i lubisz troszeczke prędkości to weś wersje ST szybka jak na fokusa,1
samochód fajny ,0
"mam cc900 jestem z niego bardzo zadowolony,wstawiłem niedawno do niego gaz i pali7.7-8.2l w mieście ,niemam z nim rzadnych problemów tylko jeżdze na max.130 na gaz. ",1
"Samochód ma miesiąc 1194km przejechane.Stoi drugi miesiąc bo brak części zastępczych.Ja dzwonię do Forda , piszę ale oni mają to gdzieś.Kupcie inna markę może będziecie mieli lepiej.",0
lepiej kupić rower ,0
autko dobre dobry komfort jazdy praktyczne robi wrazenie wygladem mimo upływu lat jedyny minus to ta korozja ale do zrobienia,1
costanm,1
"Zdecydowanie kupiłabym ponownie, choć w nowszych modelach nie ma już silnika 1,9 TDI.",1
"Samochód ma miesiąc 1194km przejechane.Stoi drugi miesiąc bo brak części zastępczych.Ja dzwonię do Forda , piszę ale oni mają to gdzieś.Kupcie inna markę może będziecie mieli lepiej.",0
2x i wtopa(nowe auta)..nikt mi nie wmowi ze to normalne-ale mity sa ,0
"samochód dla rodziny i na trasę super,typowo do miasta za duży(paliwo)rdza na nadkolach",0
"Ogólnie-gwarancja 7 lat to tylko w reklamie ,serwis bardzo słaby , nie polecam",0
"Dziękuję, raz się pomyliłem - nigdy więcej Skody, kupię hyundaia",0
"Bardzo dobre auto w klasie SUV (to nie jest terenówka!). Oszczędny, pakowny, niezawodny, niedrogi, wygodny, bezawaryjny. Może trochę zbyt ""plastikowe"" wnętrze, ale... coś za coś.",1
Jeśli możecie nie kupujcie przynajmniej takiego rocznika a tym bardziej 1.9DCI ze skrzynią 6 biegową,0
"mam opelka od wakacji, narazie oki, ale nie mam pomysłu na bajery,które mogłyby go ulepszyć, może macie jakiś pomysł?albo fotki? ",1
